entry,aozora_frequency,candidate_readings,sources,evidence_count,final_status,action,reason,resolved_reading,old_uuid,new_uuid,source_path,source_row,target_path
図々,44,ずうずう|づうづう,aozora_ruby,63,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,7dc551f5-5759-570c-a799-6459cf0ef1b1,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/図々.json,1,
固々,4,もともと,aozora_ruby,2,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,1a49c427-eee1-5ccb-a0b0-d54605e90c03,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/固々.json,1,
囿,9,その,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,b23b1919-0028-5b21-b597-941234624a57,,/Users/iktahana/Genji/pending/needs_reading/U+5600-U+56FF/囿.json,1,
圧逼,1,あっぱく|あつぱく,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,c70cfbf4-d3ed-5c36-ae56-75d91526349b,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/アツ逼.json,1,
圉,32,ぎょ,aozora_ruby,1,suspected_fragment,keep_pending,single-character entries require individual review,,d718587b-f336-5490-905c-49f381533add,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/圉.json,1,
園々,5,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,24e10ff9-4a0e-5592-8259-5b26ae91f42c,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/園々.json,1,
圜,6,かん|けん|まる|わ,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,6fdd2100-a6db-508a-9e31-531bbd471372,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/圜.json,1,
圷,4,あくう|あくち|あくつ|あぐつ|あつく|しも|はい,jmnedict,7,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,323993d1-cbab-5307-89b1-c0266b245fa6,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/圷.json,1,
坊々,31,ぼんぼん|まちまち|まちみ|マチマチ|マチヽヽ,aozora_ruby,9,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,be6dd00c-8f18-57e7-a872-4cedddd91277,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/坊々.json,1,
垂々,33,たらたら|だらだら|だらり|なんなん|ぽたぽた,aozora_ruby,24,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,9b40d181-c100-5bf8-ab34-e005cacafbfc,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/垂々.json,1,
垠,16,さかひ|はず|はずれ|はて|はてし,aozora_ruby,10,source_conflict,conflict,sources disagree on the complete-entry reading,,49990d2f-32f9-5b29-8819-89999c967a99,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/垠.json,1,
垤,7,ありずか|ありづか|とう,aozora_ruby|jmdict|jmnedict,4,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,9c01d7b9-b09e-5886-9e69-46034935c5a0,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/垤.json,1,
埀,7,た|ほとり,aozora_ruby,4,source_conflict,conflict,sources disagree on the complete-entry reading,,90fd9e1b-47eb-54dd-a308-194a580f40ce,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/埀.json,1,
埋地,24,うめち,aozora_ruby,3,suspected_fragment,keep_pending,at least one example contains an independent use,,662287da-699a-5af9-a096-0ee559ea6978,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/埋地.json,1,
埋字,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,f56e9695-310e-5bed-92b0-79eaa30a07aa,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/埋字.json,1,
埋宝,22,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,d6dfd2df-1fa1-540f-aae6-95daa3721385,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/埋宝.json,1,
城々,15,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,2f2191ad-cf83-51ba-8843-d9651e8dff7d,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/城々.json,1,
埠,4,,,0,suspected_fragment,keep_pending,single-character entries require individual review,,1a7dc5b8-be85-5ab8-88e3-2ed622b3294f,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/埠.json,1,
執做,4,とりなし,aozora_ruby,2,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,c315d30f-8a37-59ed-b5be-0a8a9f5dcfef,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/執做.json,1,
執成,23,つくろひ|とりな|とりなし,aozora_ruby,40,source_conflict,conflict,sources disagree on the complete-entry reading,,31f6c47b-f54c-54eb-bda5-16cebed770bf,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/執成.json,1,
執暦,7,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,35288717-e9c2-5d11-9974-9c4f368d715a,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/執暦.json,1,
執次,6,とりつ|とりつぎ,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,a9bdc9e8-9da6-5d41-b959-ebe0d060f241,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/執次.json,1,
執術,5,トルワザ,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b5dfa4ea-b604-5468-a949-311b8fbceec5,,/Users/iktahana/Genji/pending/needs_reading/U+5700-U+57FF/執術.json,1,
壱兩,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,d1e9db8a-2edc-50a5-a072-78c2b3af9e9d,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/イチ兩.json,1,
売毘,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,23e74e08-6661-5d71-80ff-180ab7ed25af,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/ウリ毘.json,1,
売陀,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,532985d0-a7c4-5983-b47c-e2e3baa591f3,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/ウリ陀.json,1,
壊攪,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,44d6d930-ceb7-528f-a1ac-f3f7aa4dd324,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/カイ攪.json,1,
声励,2,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b94bd46f-bf4c-5c35-9888-9f5b12b42f49,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ励.json,1,
声叱,2,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,f415321b-d86d-5c93-8309-877f74ded1ae,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ叱.json,1,
声呶,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,4c297d8b-5e48-505b-8c69-a8a09a456d5d,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ呶.json,1,
声啼,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,5ff7c163-bf8d-59c0-9344-59afd48aea5f,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ啼.json,1,
声喚,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,e4b7ec65-9439-5d2e-a01d-427ef55c143a,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ喚.json,1,
声喧,2,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,371e50cd-89fd-5e24-b14f-72839b439b32,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ喧.json,1,
声嗄,2,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,38181b7d-61ab-503e-9d09-1257b7778243,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ嗄.json,1,
声如,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b1be732b-58cf-5506-9d70-fe38b7e7c58f,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ如.json,1,
声嬌,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,fabf3a4e-27dd-55f3-bd33-9c73a788ba0f,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ嬌.json,1,
声恰,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,c7e40e8c-7f21-56bf-9009-e58d5702147c,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ恰.json,1,
声惻,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,f404afe0-04df-5056-9d2c-8045f85bcf34,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ惻.json,1,
声懸,3,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,2e753e6c-43f0-5072-b680-65e0534f674e,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ懸.json,1,
声揺,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,c222d40c-cfeb-53e3-b91a-a14d9c1df5e1,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ揺.json,1,
声洩,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,588916d0-b98a-5c10-bc16-962a7a0c39a1,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ洩.json,1,
声耆,7,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,469e7b71-0086-523b-a1f4-5db059cbf1a9,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ耆.json,1,
声而,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,6b7cbf17-52f1-51dd-85db-e5de4d236fff,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ而.json,1,
声送,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,04f1bafc-7385-5215-9984-dfbd2657f46e,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ送.json,1,
声顫,1,,,0,suspected_fragment,keep_pending,at least one example contains an independent use,,d662009b-9420-5ba2-ae20-8d97ab2bafe3,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/コエ顫.json,1,
塩兩,1,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,054d323f-9f3b-53e3-b744-50abcea5327d,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/シオ兩.json,1,
塩握,1,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,62f1aa1d-b010-5ddf-916d-c2ca958be1ec,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/シオ握.json,1,
塩棠,2,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,343500de-efdf-5891-8371-822a7a8f2767,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/シオ棠.json,1,
塩鹸,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,e240e668-1700-54e9-bfb3-4673b6de0ce9,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/シオ鹸.json,1,
場稽,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,eea83abe-eaa3-5cd8-b7df-f848e723a852,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/バ稽.json,1,
場維,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,5dc15fec-87cd-5233-b4e5-70d189df3a2b,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/バ維.json,1,
堅々,6,かたがた,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,bc3fa002-6f20-5ca9-9cf8-2f763f363bce,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/堅々.json,1,
堪七,6,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,64aca6c8-9cd7-59e7-9970-82f49c1f73d9,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/堪七.json,1,
堪兼,17,こらへかね|たえか|たえかね|たへか|たへかね|たへがね|たまりか,aozora_ruby,14,source_conflict,conflict,sources disagree on the complete-entry reading,,0b66ac75-c776-5ff5-a79b-fb4c4b8759b8,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/堪兼.json,1,
堪喜,6,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,e9bda537-d7c2-526a-afad-e3d81cfb9042,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/堪喜.json,1,
堪難,6,たえがた|たへがた,aozora_ruby,9,source_conflict,conflict,sources disagree on the complete-entry reading,,3b87bcd3-a35a-5aeb-9a6a-2faf891bb2e8,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/堪難.json,1,
塋,53,けい,aozora_ruby,2,suspected_fragment,keep_pending,single-character entries require individual review,,7ff3342c-b841-5b20-9b9d-9caf11772987,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/塋.json,1,
塋穴,7,えいけつ,aozora_ruby,1,single_ruby,keep_pending,ruby occurs in only one distinct Aozora text file,,0aa9e9c8-0a1c-56a4-8d2f-0e9e7bc9d2be,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/塋穴.json,1,
塋窟,4,カタコンブ,aozora_ruby,1,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,b5998bc8-139a-5475-8f46-e4e9286808d2,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/塋窟.json,1,
填,43,う|うず|うづ|うま|うめ|こ|つ|つま|は|はま|ふさ|ふさが|まき|み|ウズ|テン,aozora_ruby|jmnedict,104,source_conflict,conflict,sources disagree on the complete-entry reading,,5f48bdf3-c017-59df-9307-dee5e5f6cdaa,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/填.json,1,
墜厥,4,,,0,unmatched,keep_pending,no accepted complete-entry evidence,,47efc20e-8d24-5151-b487-106477b71bdc,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/墜厥.json,1,
墜坑,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,bd68c9f2-6544-5d4e-9de9-d091360f84a7,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/墜坑.json,1,
墜石,4,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,58f8272c-ce1f-520a-8216-41f9860dcd25,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/墜石.json,1,
墾小,5,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,deb25ffc-bbcf-5537-afd4-6e35c691cdcb,,/Users/iktahana/Genji/pending/needs_reading/U+5800-U+58FF/墾小.json,1,
奨推,1,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,a438f1ff-718a-5418-933b-20ed13ae7946,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/ススム推.json,1,
夐,13,はる|はるか,aozora_ruby,6,source_conflict,conflict,sources disagree on the complete-entry reading,,64daf718-bfe1-55b4-8f93-7ddba470243c,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夐.json,1,
夕々,4,ゆうべゆうべ|ゆふべゆふべ,aozora_ruby,2,source_conflict,conflict,sources disagree on the complete-entry reading,,4a5441e4-2cc8-5005-8538-949b3812116b,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夕々.json,1,
外々,26,そらぞら|よそよそ,aozora_ruby,4,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,56338565-73ac-5379-a70e-827a99fc371e,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/外々.json,1,
夙人,5,しゅくびと|はやびと,aozora_ruby,3,source_conflict,conflict,sources disagree on the complete-entry reading,,f18b5cc1-2c0d-5edd-891a-e63424b53e79,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夙人.json,1,
夢々,16,むむ|ゆめゆめ|ゆゆ,jmdict|jmnedict,3,ambiguous,conflict,jmnedict has multiple applicable full-entry readings,,226a0c09-7e9a-567a-afcf-eb097bb71e8e,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夢々.json,1,
夫々,966,おっとおっと|それぞれ,aozora_ruby|jmdict,42,invalid_unicode,keep_pending,a source supplied a reading containing illegal characters,,6af505c7-2e4a-5d82-bc21-10d881577eb1,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夫々.json,1,
夾河,6,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,f8fb3c14-8663-53ed-94ab-5f71342fb50b,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/夾河.json,1,
奄芸,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,2163302f-6b0d-5d2c-99b1-e18e950004b1,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/奄芸.json,1,
奉内,4,,,0,suspected_fragment,keep_pending,embedded evidence is insufficient for automatic rejection,,c896d64a-b137-53a2-b8e0-6874604b3a9b,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/奉内.json,1,
奉化,19,ほうか|ほうげ,aozora_ruby,5,source_conflict,conflict,sources disagree on the complete-entry reading,,497a7517-83b9-5897-8673-d33f53b7d00f,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/奉化.json,1,
奉大,11,,,0,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,d8cba77a-3bce-51fd-9a67-d20e1975d366,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/奉大.json,1,
奉存,190,ぞんじたてまつり,aozora_ruby,7,suspected_fragment,reject_fragment,all occurrences are embedded across at least two works and authoritative dictionaries have no exact headword,,8157219f-eb50-5c60-9bfd-1a03bd390d55,,/Users/iktahana/Genji/pending/needs_reading/U+5900-U+59FF/奉存.json,1,
